183547247,1
171154092,2
158257922,3
161679932,4
8561798,5
184712691,6
9888753,7
15599761,8
38564542,9
10699167,10
10673406,11
183048597,12
183404946,13
192236235,14
30385962,15
187475695,16
182716827,17
136872212,18
140974172,19
116893392,20
13744527,21
7939729,22
163524122,23
192059962,24
149458862,25
22700071,26
19522841,27
182776239,28
184721351,29
154096602,30
182777278,31
184720616,32
182978918,33
191121833,34
173298992,35
33408242,36
28922192,37
184631157,38
184417233,39
192051502,40
38427582,41
28194182,42
126504112,43
154295582,44
183429936,45
184000874,46
184023516,47
186023105,48
187475433,49
188542549,50
190487810,51
188359284,52
182602122,53
46054992,54
13990282,55
185182318,56
2031349,57
183663691,58
160052022,59
184167142,60
9679193,61
6337661,62
178138362,63
64293832,64
35251292,65
46265422,66
185614858,67
186356706,68
182826174,69
159419352,70
183999034,71
183032151,72
11299760,73
8543818,74
139018072,75
183344412,76
184195641,77
184573297,78
185081999,79
186000379,80
186408956,81
187922426,82
189643313,83
190739083,84
183395463,85
186279451,86
189905838,87
191165851,88
185330478,89
182926116,90
10040920,91
23485181,92
182602149,93
182967134,94
14529618,95
150491712,96
158142452,97
183086107,98
182665123,99
10508723,100
183600070,101
161555362,102
153501012,103
72081282,104
157915502,105
186427966,106
173305082,107
186109759,108
27704742,109
185624825,110
186357469,111
11585057,112
192492757,113
12878088,114
8441608,115
11023397,116
138370922,117
183838425,118
132006132,119
25167822,120
120077982,121
77556352,122
185555659,123
9770536,124
30350542,125
9986060,126
30182432,127
12091484,128
11098766,129
83345912,130
2702211,131
91525272,132
9316163,133
154280932,134
154294502,135
8004285,136
116018732,137
2795348,138
13157499,139
185321314,140
7945144,141
153830212,142
178563852,143
184101397,144
184871579,145
184951714,146
184977034,147
190556921,148
192230121,149
183046073,150
184005268,151
188501985,152
191518211,153
183725799,154
184437996,155
190963503,156
118542652,157
8699174,158
152788212,159
3860910,160
52659112,161
155904422,162
8212087,163
9246916,164
162913102,165
182938199,166
183953925,167
187903736,168
46585422,169
151126442,170
155339242,171
159082202,172
183073043,173
183451651,174
184195431,175
183259873,176
184605294,177
185038036,178
185871637,179
188075537,180
191587269,181
192882850,182
189661105,183
32111452,184
190112920,185
117876252,186
190644598,187
192241355,188
182966058,189
160965692,190
155872952,191
7782607,192
183569070,193
185313530,194
188459499,195
183740414,196
186164207,197
183473569,198
183575701,199
184437515,200
186404937,201
188964370,202
192101825,203
187686656,204
189092149,205
190605627,206
190301427,207
185413672,208
185678762,209
186434991,210
184160979,211
191664077,212
156725442,213
185854756,214
186766548,215
185371685,216
189004691,217
184797804,218
156020842,219
12891706,220
184710668,221
161770672,222
182743478,223
94965722,224
190796658,225
182828654,226
32624482,227
34304592,228
182775646,229
182826858,230
182717559,231
182558973,232
183073701,233
183386621,234
183996593,235
184078229,236
186872602,237
189647278,238
191834971,239
188286442,240
91289762,241
186494809,242
13567100,243
97725452,244
192171153,245
32312172,246
6612943,247
136529082,248
186359536,249
185181550,250
190761288,251
156886892,252
159058072,253
100293952,254
192201192,255
190759321,256
182826618,257
9319110,258
23819722,259
47999762,260
149791332,261
161337352,262
35579802,263
176590712,264
182673286,265
177480522,266
182743452,267
182807569,268
12703063,269
183449817,270
184433264,271
6691866,272
189134182,273
129885822,274
191092142,275
191809838,276
11384966,277
169529862,278
157564642,279
118532382,280
156897412,281
189369222,282
13274336,283
192198677,284
169794242,285
9257025,286
8002587,287
132550692,288
183604608,289
160107832,290
174316932,291
11996096,292
192762012,293
22980711,294
154276602,295
78202902,296
163026962,297
13943580,298
71049842,299
22498111,300
10949128,301
151807132,302
67061772,303
42057182,304
58321732,305
143528472,306
8150158,307
156511062,308
46047732,309
152043382,310
154323912,311
26427402,312
184302225,313
8670033,314
80068792,315
129024162,316
185180762,317
28496362,318
51786832,319
13802399,320
151845642,321
160520262,322
149006572,323
111450472,324
161218292,325
183230999,326
184103932,327
184189588,328
184215482,329
184239170,330
139915592,331
160644232,332
25803852,333
37808812,334
184524769,335
191408612,336
12952574,337
10475282,338
160189042,339
182828046,340
12239316,341
168591062,342
157591402,343
179367602,344
184021395,345
176924612,346
59173492,347
122167052,348
14530356,349
192053330,350
166440542,351
48327572,352
173247162,353
154599192,354
183508755,355
11886519,356
192943803,357
185462177,358
6498763,359
12107673,360
184250176,361
184523583,362
184958215,363
190741218,364
186258355,365
14074882,366
184156108,367
184136275,368
4245530,369
177247312,370
153515922,371
183024666,372
183979424,373
159896452,374
183036085,375
11472361,376
183033983,377
184156325,378
186434768,379
159602602,380
184324674,381
186022959,382
188542376,383
189700314,384
188359159,385
156565382,386
155388162,387
188964251,388
187961496,389
189688603,390
190151783,391
184299553,392
13905555,393
183388739,394
187520274,395
100424112,396
174133112,397
1939782,398
66884312,399
11466243,400
13190761,401
14548240,402
184680645,403
157535202,404
182894255,405
10501522,406
183343303,407
184160295,408
184301147,409
188667402,410
7606309,411
191654139,412
183318247,413
11274652,414
183516990,415
185815207,416
190091679,417
185163215,418
184717976,419
172384892,420
35009702,421
119142902,422
162202842,423
184387875,424
69681892,425
68303182,426
154089792,427
175598642,428
182992317,429
184097040,430
184132899,431
185161617,432
186266462,433
189253091,434
189428910,435
189873977,436
183229741,437
192938973,438
13221148,439
150160092,440
186024501,441
11468441,442
183390231,443
190973192,444
155531752,445
176383402,446
7311749,447
124880662,448
4991279,449
150493342,450
7595839,451
146935642,452
158066912,453
60148742,454
13040821,455
19198711,456
132718292,457
160085002,458
182638917,459
183360252,460
184152278,461
185044802,462
185278878,463
191561372,464
192940786,465
191301872,466
13423795,467
22168161,468
185349516,469
186793812,470
191498420,471
192804799,472
192755954,473
190391477,474
183969650,475
40960222,476
184913458,477
10716684,478
160406272,479
47389282,480
54105632,481
12654854,482
154705892,483
183032492,484
4010320,485
185636673,486
189010146,487
8658099,488
190147326,489
13023187,490
159885182,491
183117608,492
184302743,493
185278040,494
185872007,495
184618882,496
192883637,497
10483320,498
155194022,499
182895648,500
162865142,501
183332892,502
154863922,503
13699272,504
157768622,505
116099182,506
186840975,507
162233592,508
38630092,509
192537592,510
185180576,511
9188684,512
183119343,513
184051476,514
115644212,515
190269436,516
186741938,517
162073482,518
47923382,519
12106310,520
182778214,521
184524680,522
175644702,523
182994009,524
183117674,525
184094720,526
190509539,527
188204780,528
187354710,529
185117423,530
14361140,531
183363494,532
185795872,533
183229314,534
130718152,535
111576692,536
129676432,537
65137192,538
177542832,539
59447632,540
184218845,541
184326795,542
184482985,543
185407531,544
186966021,545
188245394,546
191301371,547
188957973,548
192895365,549
185747371,550
183365220,551
185277614,552
182668388,553
160078282,554
184142493,555
182953977,556
159572582,557
183033285,558
182926834,559
130535642,560
2511070,561
182729498,562
183364487,563
185276613,564
190795045,565
159554782,566
185774671,567
184482606,568
188227641,569
184923796,570
173911212,571
184304494,572
186322047,573
160382902,574
190550671,575
189071204,576
121710602,577
154469312,578
20998541,579
117913282,580
156360822,581
155184972,582
182810915,583
183738502,584
184133108,585
184410298,586
184483977,587
184696967,588
185413554,589
186163839,590
192118625,591
180284042,592
25830972,593
64185952,594
184007557,595
184259228,596
153477182,597
148638452,598
184437224,599
188074549,600
176124632,601
183576290,602
186323102,603
185218523,604
41472642,605
20958831,606
193134529,607
169550112,608
105989182,609
3984028,610
173606902,611
179354352,612
182668347,613
182990420,614
184019559,615
186321951,616
8755629,617
192777493,618
162878872,619
182954446,620
175393222,621
184130503,622
7644578,623
153828842,624
160827662,625
192116048,626
186060675,627
185540941,628
165439482,629
174115482,630
71317792,631
13961853,632
163375222,633
9158761,634
132504932,635
153436962,636
77292532,637
14161833,638
24879052,639
22327601,640
93387362,641
184335053,642
182910127,643
184044028,644
4554244,645
52442352,646
184127918,647
15133081,648
144892482,649
3230080,650
183316474,651
183725404,652
184437676,653
188528378,654
190957975,655
13149994,656
184381558,657
185256012,658
185745186,659
162148532,660
192777774,661
192974158,662
174374742,663
159788862,664
189426719,665
4058853,666
147512032,667
10121218,668
121753222,669
12288747,670
96164762,671
111277482,672
182954379,673
183074140,674
184545636,675
186405916,676
186954368,677
189701142,678
188162751,679
98546382,680
189307768,681
186116080,682
179347342,683
191305467,684
182967046,685
191615957,686
185744965,687
185944657,688
190799194,689
186728634,690
190298273,691
185314576,692
188461083,693
189640479,694
190723455,695
182640683,696
185923191,697
185682564,698
162618282,699
77547452,700
96018642,701
42962962,702
152518502,703
91368522,704
31387392,705
9523155,706
101911452,707
8097916,708
129414282,709
71338282,710
182851894,711
12004126,712
152211822,713
157551552,714
182731538,715
183997448,716
185164636,717
156712282,718
86730,719
184682619,720
4382368,721
183473717,722
185036216,723
13405745,724
183234088,725
9267042,726
12905471,727
158251602,728
175707822,729
182926222,730
183344679,731
183545905,732
184692774,733
188577668,734
190607334,735
192704961,736
187627099,737
184980855,738
190564906,739
191797777,740
113911112,741
13298629,742
184632732,743
186109974,744
160349552,745
134431842,746
12788035,747
183005127,748
184658045,749
191472708,750
185604987,751
186199144,752
190655845,753
191008340,754
191166089,755
1965845,756
14164605,757
182941612,758
25115702,759
193875160,760
12817490,761
1640657,762
153940042,763
184574131,764
184625802,765
185082283,766
189348548,767
192121344,768
192143746,769
192888154,770
152926002,771
98293052,772
19520141,773
11161824,774
188925925,775
185540384,776
186056572,777
189547894,778
137225232,779
158120322,780
182554152,781
183395788,782
189906402,783
173259802,784
8762522,785
107343322,786
147499992,787
154748972,788
158035062,789
158368152,790
54987352,791
182764946,792
183251324,793
183572091,794
183681150,795
184770439,796
